Amsterdamse code,CBS code,Naam,# geldige stemmen,# ongeldige/blanco stemmen,Percentage ongeldige/blanco stemmen,# kiesgerechtigden,Opkomst,Opkomstpercentage,CDA,PvdA,VVD,D66,GL,SGP,GPV,RPF,CD,SP,De Groenen,Vrouwenpartij,Bejaarden Centraal,VCN: partij van communisten in Nederland,Realisten Nederland,Socialistische Arbeiderspartij,Anti Werkloosheid Partij,Politieke Partij voor Ouderen,Vooruitstrevende Minderheden Partij,Partij Democratisch Socialisten,Socialistische Minderheden Partij,Humanistische Partij,Milieu Defensie Partij 2000+,Grote Alliance Partij,Staatkundige Federatie
10094,819,Nistelrode,4216,16,"0,38 %",5092,4232,"83,11 %",2611,1010,261,169,59,1,3,1,5,85,8,0,0,0,0,1,0,0,2,0,0,0,0,0,0
10924,529,Noorder-Koggenland,5845,21,"0,36 %",6835,5866,"85,82 %",1842,1557,1427,461,243,83,42,76,39,9,27,9,6,8,4,1,6,5,0,0,0,0,0,0,0
10144,171,Noordoostpolder,23587,60,"0,25 %",27162,23647,"87,06 %",10374,5912,3213,1549,584,435,765,534,97,13,37,19,0,5,27,5,7,0,11,0,0,0,0,0,0
10769,575,Noordwijk,14865,35,"0,24 %",18580,14900,"80,19 %",6084,3162,3409,1050,668,88,93,114,77,21,37,21,24,3,6,5,2,0,1,0,0,0,0,0,0
11134,576,Noordwijkerhout,9207,35,"0,38 %",11095,9242,"83,30 %",4691,1449,1941,648,316,10,28,12,37,10,28,16,5,3,3,7,3,0,0,0,0,0,0,0,0
10601,577,Nootdorp,4069,13,"0,32 %",4918,4082,"83,00 %",2286,506,748,293,110,19,22,16,37,2,17,2,5,0,3,2,1,0,0,0,0,0,0,0,0
10608,120,Norg,4328,13,"0,30 %",5092,4341,"85,25 %",827,1641,1143,404,153,6,53,26,26,1,11,5,0,2,28,0,2,0,0,0,0,0,0,0,0
10761,820,Nuenen c.a.,12789,19,"0,15 %",15030,12808,"85,22 %",5943,2598,2139,1411,491,20,54,14,40,31,22,15,7,0,0,2,0,0,2,0,0,0,0,0,0
10118,821,Nuland,2760,11,"0,40 %",3372,2771,"82,18 %",1718,585,180,160,42,1,1,0,12,49,5,2,1,0,1,2,1,0,0,0,0,0,0,0,0
10512,302,Nunspeet,15951,25,"0,16 %",17723,15976,"90,14 %",6370,2094,1999,633,193,3070,275,1198,52,9,18,10,12,4,8,4,2,0,0,0,0,0,0,0,0
10104,951,Nuth,11261,46,"0,41 %",13145,11307,"86,02 %",5709,3519,896,596,344,5,29,9,43,35,21,27,7,4,4,1,9,0,3,0,0,0,0,0,0
11338,429,Obdam,3668,11,"0,30 %",4213,3679,"87,32 %",2055,585,552,282,147,2,3,6,10,3,9,5,1,2,3,0,1,2,0,0,0,0,0,0,0
11320,122,Odoorn,8325,41,"0,49 %",9525,8366,"87,83 %",1789,4272,1344,461,170,10,108,96,23,8,11,7,0,12,13,0,1,0,0,0,0,0,0,0,0
10360,822,Oeffelt,1446,5,"0,35 %",1678,1451,"86,47 %",821,375,118,82,36,0,3,2,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10287,579,Oegstgeest,11674,31,"0,27 %",13675,11705,"85,59 %",3753,2239,3223,1470,485,59,191,62,47,20,69,15,29,5,3,0,1,0,3,0,0,0,0,0,0
10420,953,Ohe en Laak,558,4,"0,72 %",658,562,"85,41 %",355,100,69,17,9,2,0,2,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
10225,823,Oirschot,7223,17,"0,24 %",8601,7240,"84,18 %",4228,1638,698,417,149,1,7,3,16,29,19,4,4,0,3,2,1,0,4,0,0,0,0,0,0
10103,824,Oisterwijk,11456,37,"0,32 %",13799,11493,"83,29 %",4937,3250,1804,845,405,7,32,17,73,25,39,9,0,2,5,4,1,0,1,0,0,0,0,0,0
11106,269,Oldebroek,13020,50,"0,38 %",15132,13070,"86,37 %",4887,2685,920,397,124,1963,412,1550,35,2,10,6,3,7,10,5,1,0,3,0,0,0,0,0,0
10298,35,Oldehove,1543,3,"0,19 %",1715,1546,"90,15 %",540,361,201,81,40,6,257,40,1,3,3,1,0,3,5,1,0,0,0,0,0,0,0,0,0
11332,36,Oldekerk,1561,0,"0,00 %",1775,1561,"87,94 %",737,392,209,78,28,12,78,17,1,0,3,1,0,0,5,0,0,0,0,0,0,0,0,0,0
11100,173,Oldenzaal,19129,55,"0,29 %",21828,19184,"87,89 %",9678,5395,1845,1369,505,7,48,29,90,44,47,14,15,3,5,7,7,21,0,0,0,0,0,0,0
10409,174,Olst,6049,10,"0,17 %",6886,6059,"87,99 %",2306,2147,998,342,142,36,18,11,14,4,16,2,0,3,3,5,0,1,1,0,0,0,0,0,0
11069,175,Ommen,12056,27,"0,22 %",13049,12083,"92,60 %",6547,2057,1209,593,198,76,1136,168,24,2,17,6,8,0,7,6,2,0,0,0,0,0,0,0,0
10492,881,Onderbanken,5138,28,"0,54 %",6237,5166,"82,83 %",2493,1825,298,231,138,10,12,11,35,23,26,8,13,3,5,4,3,0,0,0,0,0,0,0,0
10220,825,Oost- West- en Middelbeers,3098,12,"0,39 %",3601,3110,"86,36 %",1997,554,283,157,88,2,1,0,5,2,5,1,1,0,0,1,1,0,0,0,0,0,0,0,0
10782,692,Oostburg,11253,35,"0,31 %",13967,11288,"80,82 %",3725,4054,2209,571,237,165,91,82,37,2,32,16,0,9,12,5,4,0,2,0,0,0,0,0,0
11282,33,Oosterbroek,3389,5,"0,15 %",3788,3394,"89,60 %",443,2016,447,181,146,2,90,11,14,5,9,2,0,10,11,1,0,0,1,0,0,0,0,0,0
10490,123,Oosterhesselen,3328,14,"0,42 %",3650,3342,"91,56 %",976,1344,549,181,81,11,87,67,10,7,6,1,0,2,3,0,0,0,3,0,0,0,0,0,0
11280,826,Oosterhout,27959,73,"0,26 %",35694,28032,"78,53 %",10121,9672,4323,2481,633,32,64,69,205,58,198,42,0,11,13,17,12,0,8,0,0,0,0,0,0
10714,580,Oostflakkee,6084,13,"0,21 %",7131,6097,"85,50 %",1998,2131,627,284,104,694,55,109,42,5,15,7,2,2,2,3,3,0,1,0,0,0,0,0,0
10836,85,Ooststellingwerf,16077,58,"0,36 %",18690,16135,"86,33 %",4318,7415,2138,890,634,69,325,126,40,8,65,11,0,8,17,8,5,0,0,0,0,0,0,0,0
11303,431,Oostzaan,4824,22,"0,46 %",5785,4846,"83,77 %",892,1805,1012,477,448,27,9,47,54,4,18,10,1,11,1,2,4,2,0,0,0,0,0,0,0
11079,176,Ootmarsum,3086,6,"0,19 %",3227,3092,"95,82 %",2066,488,293,148,56,3,5,3,4,3,5,2,6,0,1,1,0,2,0,0,0,0,0,0,0
11415,827,Oploo c.a.,4857,15,"0,31 %",5526,4872,"88,17 %",3102,954,349,201,193,0,6,2,6,10,17,5,1,1,2,6,1,0,1,0,0,0,0,0,0
10609,432,Opmeer,6289,13,"0,21 %",7267,6302,"86,72 %",3289,1231,1043,416,216,10,14,17,18,0,18,8,3,0,2,1,0,3,0,0,0,0,0,0,0
10005,86,Opsterland,17139,64,"0,37 %",19521,17203,"88,13 %",4305,7811,2084,959,715,75,789,237,30,10,46,11,0,52,10,2,3,0,0,0,0,0,0,0,0
10834,828,Oss,28844,68,"0,24 %",37166,28912,"77,79 %",10858,8538,3205,2019,745,22,55,50,152,3029,44,41,31,6,14,27,3,0,5,0,0,0,0,0,0
10929,829,Ossendrecht,2765,18,"0,65 %",3789,2783,"73,45 %",1183,867,381,203,67,5,6,3,25,2,13,3,0,0,7,0,0,0,0,0,0,0,0,0,0
11363,831,Oud en Nieuw Gastel,4602,18,"0,39 %",6171,4620,"74,87 %",2182,1533,499,204,101,3,1,3,46,7,8,8,0,0,0,3,2,0,2,0,0,0,0,0,0
11301,584,Oud-Beijerland,12229,41,"0,34 %",14688,12270,"83,54 %",3612,3088,2220,1214,326,1211,133,235,105,10,37,9,14,1,5,4,4,0,1,0,0,0,0,0,0
10848,38,Oude Pekela,5405,16,"0,30 %",6259,5421,"86,61 %",683,3553,286,169,530,25,32,33,13,15,8,1,0,47,2,6,1,0,1,0,0,0,0,0,0
10397,830,Oudenbosch,6907,35,"0,51 %",9019,6942,"76,97 %",2962,2269,886,468,162,11,21,5,69,6,19,14,0,4,3,4,4,0,0,0,0,0,0,0,0
10998,437,Ouder-Amstel,7717,24,"0,31 %",9259,7741,"83,61 %",2747,1670,1809,892,283,72,28,30,105,5,32,10,8,8,9,2,1,3,1,0,2,0,0,0,0
10095,644,Ouderkerk,5141,12,"0,23 %",5986,5153,"86,08 %",1543,1254,852,328,88,838,74,109,32,3,13,2,1,1,0,2,1,0,0,0,0,0,0,0,0
10188,589,Oudewater,6052,23,"0,38 %",6985,6075,"86,97 %",3329,911,862,360,142,248,62,71,40,1,10,2,5,1,5,2,0,0,0,0,0,1,0,0,0
10427,590,Papendrecht,16831,44,"0,26 %",20366,16875,"82,86 %",4993,5237,2909,1604,502,720,181,463,120,29,33,12,2,6,11,7,2,0,0,0,0,0,0,0,0
10501,124,Peize,3286,17,"0,52 %",3801,3303,"86,90 %",419,1588,691,392,127,7,8,12,21,3,5,4,0,2,6,0,1,0,0,0,0,0,0,0,0
10031,594,Pijnacker,11039,25,"0,23 %",12599,11064,"87,82 %",5457,1638,2002,1044,294,258,126,56,96,5,28,15,10,3,4,2,1,0,0,0,0,0,0,0,0
10456,956,Posterholt,2478,10,"0,40 %",3279,2488,"75,88 %",1132,899,214,109,73,6,7,3,12,2,5,4,7,2,0,0,3,0,0,0,0,0,0,0,0
11354,832,Prinsenbeek,6487,14,"0,22 %",7839,6501,"82,93 %",3130,1476,1151,511,103,5,13,14,40,3,16,14,0,4,3,4,0,0,0,0,0,0,0,0,0
11066,439,Purmerend,32771,126,"0,38 %",42656,32897,"77,12 %",6787,12273,7102,3771,1591,32,77,160,493,81,136,83,41,76,19,15,8,17,9,0,0,0,0,0,0
10099,833,Putte,1699,9,"0,53 %",2463,1708,"69,35 %",601,507,368,131,37,1,2,4,20,1,12,9,0,3,2,1,0,0,0,0,0,0,0,0,0
11109,273,Putten,13452,21,"0,16 %",15228,13473,"88,48 %",6448,1969,1930,488,196,1297,291,749,34,4,18,12,5,1,4,4,2,0,0,0,0,0,0,0,0
10279,177,Raalte,17469,26,"0,15 %",19735,17495,"88,65 %",11569,3134,1355,874,336,13,43,46,19,16,24,17,5,0,4,6,0,6,2,0,0,0,0,0,0
11391,834,Raamsdonk,8057,29,"0,36 %",10138,8086,"79,76 %",3188,2829,1135,496,194,52,11,43,51,15,17,7,0,3,10,3,2,0,1,0,0,0,0,0,0
10805,835,Ravenstein,5118,19,"0,37 %",5957,5137,"86,23 %",2622,1551,371,290,136,3,10,1,8,101,9,5,2,0,3,6,0,0,0,0,0,0,0,0,0
10485,595,Reeuwijk,8005,14,"0,17 %",9298,8019,"86,24 %",3372,1259,1760,592,152,504,73,178,67,5,21,14,1,2,4,1,0,0,0,0,0,0,0,0,0
10077,703,Reimerswaal,11646,32,"0,27 %",13863,11678,"84,24 %",3606,2565,1299,535,201,2980,140,188,82,7,21,8,0,1,5,2,5,0,1,0,0,0,0,0,0
11325,274,Renkum,22599,61,"0,27 %",26764,22660,"84,67 %",7713,6557,4695,1971,796,211,182,181,84,44,75,26,14,3,30,11,4,0,2,0,0,0,0,0,0
10269,339,Renswoude,2306,0,"0,00 %",2740,2306,"84,16 %",1249,284,315,84,18,240,27,73,7,1,3,1,2,0,1,0,0,0,0,0,0,1,0,0,0
10162,836,Reusel,4515,11,"0,24 %",5556,4526,"81,46 %",2917,920,390,179,70,2,5,1,11,1,8,5,0,0,2,2,1,0,1,0,0,0,0,0,0
11355,275,Rheden,30898,113,"0,37 %",36594,31011,"84,74 %",9612,11843,5056,2457,984,96,265,212,139,52,78,36,16,7,13,18,8,0,6,0,0,0,0,0,0
10309,340,Rhenen,10444,31,"0,30 %",12460,10475,"84,07 %",3269,3042,1539,639,252,1291,107,206,64,3,13,10,2,1,3,2,1,0,0,0,0,0,0,0,0
10646,597,Ridderkerk,28471,83,"0,29 %",35083,28554,"81,39 %",8297,9498,3519,2380,646,2721,474,389,291,46,76,53,17,16,23,8,14,0,3,0,0,0,0,0,0
10455,837,Riethoven,1512,7,"0,46 %",1726,1519,"88,01 %",942,202,216,105,24,1,5,3,1,3,3,3,1,0,1,2,0,0,0,0,0,0,0,0,0
11129,601,Rijnsaterwoude,855,4,"0,47 %",975,859,"88,10 %",381,144,172,65,26,48,2,7,2,0,2,3,0,1,0,0,1,0,1,0,0,0,0,0,0
11118,602,Rijnsburg,7889,20,"0,25 %",9345,7909,"84,63 %",4875,845,831,303,105,190,417,263,33,3,10,9,1,0,1,1,1,0,0,0,1,0,0,0,0
10819,196,Rijnwaarden,5942,25,"0,42 %",7578,5967,"78,74 %",2686,2321,389,344,120,3,8,3,18,5,18,8,0,4,3,4,2,6,0,0,0,0,0,0,0
10866,841,Rijsbergen,3338,22,"0,66 %",4296,3360,"78,21 %",1832,763,430,204,64,3,8,6,10,4,8,3,0,0,0,3,0,0,0,0,0,0,0,0,0
10358,178,Rijssen,14798,62,"0,42 %",16191,14860,"91,78 %",5035,2205,628,366,112,5134,159,1086,41,3,8,4,1,2,5,1,2,5,1,0,0,0,0,0,0
11133,603,Rijswijk,30922,121,"0,39 %",38970,31043,"79,66 %",10032,7654,7078,3603,1065,180,245,164,573,57,96,40,61,4,37,15,10,0,8,0,0,0,0,0,0
10699,125,Roden,12221,31,"0,25 %",13936,12252,"87,92 %",2904,5188,2158,1058,393,12,312,101,23,7,28,12,0,5,15,3,0,0,2,0,0,0,0,0,0
11313,957,Roermond,19390,73,"0,38 %",28181,19463,"69,06 %",7541,6470,3066,1104,718,10,74,43,168,40,71,25,34,6,5,5,4,0,6,0,0,0,0,0,0
10505,958,Roggel,2672,7,"0,26 %",3277,2679,"81,75 %",1701,504,249,111,88,3,2,1,6,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
10470,126,Rolde,4103,20,"0,49 %",4737,4123,"87,04 %",639,1610,1281,342,150,5,39,4,10,1,10,1,0,1,9,1,0,0,0,0,0,0,0,0,0
10407,838,Roosendaal en Nispen,32485,101,"0,31 %",44420,32586,"73,36 %",13941,9390,4418,2457,1087,33,105,92,596,131,98,61,0,12,16,34,6,0,8,0,0,0,0,0,0
10970,839,Rosmalen,15908,35,"0,22 %",19784,15943,"80,59 %",6920,3988,2353,1414,452,13,42,15,65,533,43,26,18,1,2,12,6,0,5,0,0,0,0,0,0
10860,276,Rossum,2021,5,"0,25 %",2319,2026,"87,37 %",817,707,271,124,61,12,6,2,3,7,8,0,0,0,1,2,0,0,0,0,0,0,0,0,0
10345,599,Rotterdam,299649,1935,"0,65 %",425941,301584,"70,80 %",61454,135966,36330,25921,15299,4163,2589,1866,10279,1463,1555,589,825,438,258,255,113,0,133,94,59,0,0,0,0
11314,600,Rozenburg,7730,29,"0,38 %",10367,7759,"74,84 %",2329,2504,1362,809,276,74,164,57,82,24,11,13,7,6,9,1,2,0,0,0,0,0,0,0,0
10684,277,Rozendaal,941,3,"0,32 %",1023,944,"92,28 %",334,127,307,118,31,1,7,5,2,0,3,1,0,0,5,0,0,0,0,0,0,0,0,0,0
11152,840,Rucphen,12171,44,"0,36 %",16892,12215,"72,31 %",4483,5839,1093,387,163,6,13,10,88,4,38,22,0,1,5,16,1,0,2,0,0,0,0,0,0
10629,127,Ruinen,4879,18,"0,37 %",5285,4897,"92,66 %",1285,1774,1306,269,114,12,40,37,23,2,8,2,0,1,6,0,0,0,0,0,0,0,0,0,0
10944,128,Ruinerwold,2343,9,"0,38 %",2666,2352,"88,22 %",775,683,577,161,56,6,46,22,2,0,6,3,0,0,5,0,0,0,1,0,0,0,0,0,0
10879,278,Ruurlo,4838,26,"0,54 %",5745,4864,"84,66 %",1773,1471,1239,206,64,9,11,15,7,5,16,3,0,2,3,3,1,10,0,0,0,0,0,0,0
10469,787,'s Gravenmoer,1347,2,"0,15 %",1596,1349,"84,52 %",649,264,191,92,24,23,27,64,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11405,704,Sas van Gent,4561,22,"0,48 %",6167,4583,"74,31 %",1743,1671,662,259,124,30,16,12,21,3,6,8,0,2,1,1,1,0,1,0,0,0,0,0,0
10612,604,Sassenheim,9160,24,"0,26 %",10613,9184,"86,54 %",4456,1568,1842,753,251,57,54,49,48,29,20,19,6,1,4,1,0,0,0,0,2,0,0,0,0
10511,441,Schagen,9699,23,"0,24 %",12357,9722,"78,68 %",2703,2938,2296,1078,420,18,45,31,67,16,36,16,6,16,2,4,1,3,3,0,0,0,0,0,0
10276,843,Schaijk,4801,14,"0,29 %",5730,4815,"84,03 %",2729,1105,447,253,138,3,9,1,4,97,5,4,2,0,1,1,2,0,0,0,0,0,0,0,0
10711,39,Scheemda,5289,16,"0,30 %",5980,5305,"88,71 %",1161,2884,541,269,180,8,69,78,21,7,6,6,0,40,12,5,2,0,0,0,0,0,0,0,0
10308,458,Schermer,2699,5,"0,19 %",3130,2704,"86,39 %",1031,726,564,210,107,4,8,7,12,3,14,7,2,0,2,0,1,1,0,0,0,0,0,0,0
11146,279,Scherpenzeel,5374,18,"0,33 %",6108,5392,"88,28 %",2226,955,862,254,80,688,53,209,30,2,7,0,4,1,2,1,0,0,0,0,0,0,0,0,0
11260,606,Schiedam,40117,130,"0,32 %",52997,40247,"75,94 %",10364,16966,4625,3680,1940,308,217,277,1024,378,114,53,47,45,28,28,10,0,13,0,0,0,0,0,0
10355,88,Schiermonnikoog,1017,1,"0,10 %",742,1018,"137,20 %",335,289,185,105,69,1,19,5,0,3,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0
11178,844,Schijndel,12721,54,"0,42 %",16024,12775,"79,72 %",5843,3758,1100,615,256,9,5,6,33,1030,19,15,5,4,1,16,3,0,3,0,0,0,0,0,0
10132,962,Schinnen,8919,38,"0,43 %",10369,8957,"86,38 %",4522,2685,820,510,238,3,16,11,24,33,20,11,16,1,6,0,1,0,2,0,0,0,0,0,0
10130,607,Schipluiden,5404,18,"0,33 %",6058,5422,"89,50 %",3517,488,685,357,155,62,37,34,34,3,12,7,3,1,1,5,3,0,0,0,0,0,0,0,0
10064,129,Schoonebeek,4961,14,"0,28 %",5766,4975,"86,28 %",2553,1770,295,201,86,3,19,17,5,1,5,3,0,1,1,0,0,0,1,0,0,0,0,0,0
10980,608,Schoonhoven,6877,20,"0,29 %",8167,6897,"84,45 %",2475,1816,1110,607,258,345,74,70,62,9,36,4,6,2,2,0,0,0,1,0,0,0,0,0,0
10627,444,Schoorl,4511,15,"0,33 %",5146,4526,"87,95 %",1443,1254,985,446,191,5,8,13,31,14,104,7,3,1,0,5,0,1,0,0,0,0,0,0,0
10045,964,Sevenum,4296,6,"0,14 %",5135,4302,"83,78 %",2978,602,338,224,83,4,14,1,5,28,7,3,4,3,0,1,1,0,0,0,0,0,0,0,0
10534,390,'s-Graveland,5921,17,"0,29 %",7125,5938,"83,34 %",2271,1285,1322,582,185,75,57,34,26,9,44,11,9,4,2,2,2,1,0,0,0,0,0,0,0
10052,517,'s-Gravendeel,5308,20,"0,38 %",6271,5328,"84,96 %",1885,1845,724,281,77,305,58,75,28,2,13,5,2,2,2,4,0,0,0,0,0,0,0,0,0
11434,518,'s-Gravenhage,233675,688,"0,29 %",329426,234363,"71,14 %",57312,79567,44496,24142,11332,2230,1779,1245,7364,728,1015,462,572,227,180,80,55,167,345,192,16,0,138,0,31
10640,519,'s-Gravenzande,11186,11,"0,10 %",13412,11197,"83,48 %",5608,1828,2122,672,147,461,102,136,64,9,16,12,3,1,3,1,1,0,0,0,0,0,0,0,0
10054,796,'s-Hertogenbosch,51265,170,"0,33 %",68961,51435,"74,59 %",16758,19803,5238,4298,2882,60,239,93,605,789,205,113,69,25,31,30,12,0,15,0,0,0,0,0,0
10515,965,Simpelveld,7419,7,"0,09 %",8969,7426,"82,80 %",3541,2750,501,318,124,10,16,12,28,19,36,16,28,9,4,2,4,0,1,0,0,0,0,0,0
10740,445,Sint Maarten,1292,5,"0,39 %",1648,1297,"78,70 %",468,343,253,129,66,0,7,1,6,2,13,1,1,2,0,0,0,0,0,0,0,0,0,0,0
10496,845,Sint Michielsgestel,7669,42,"0,55 %",9274,7711,"83,15 %",3562,2351,795,563,206,2,30,8,19,92,15,11,5,1,1,4,3,0,1,0,0,0,0,0,0
10278,967,Sint Odilienberg,2171,9,"0,41 %",2743,2180,"79,48 %",1114,569,272,130,53,1,7,0,9,2,1,5,3,2,1,1,1,0,0,0,0,0,0,0,0
10513,446,Sint Pancras,3411,5,"0,15 %",3951,3416,"86,46 %",1396,869,572,290,149,11,34,35,19,6,17,6,2,0,1,0,3,0,1,0,0,0,0,0,0
10394,712,Sint Philipsland,1505,6,"0,40 %",1669,1511,"90,53 %",365,304,135,47,17,589,11,24,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10399,846,Sint-Oedenrode,10445,34,"0,33 %",12283,10479,"85,31 %",6043,2424,912,630,298,3,6,10,19,50,17,12,6,1,1,8,2,0,3,0,0,0,0,0,0
11230,968,Sittard,26193,95,"0,36 %",34674,26288,"75,81 %",11269,9343,2469,1468,1141,20,62,29,109,97,66,34,35,13,21,8,3,0,6,0,0,0,0,0,0
10022,51,Skarsterlan,15372,40,"0,26 %",17518,15412,"87,98 %",6478,5295,1747,927,487,64,124,136,28,4,41,9,0,10,14,4,3,0,1,0,0,0,0,0,0
10489,130,Sleen,6009,24,"0,40 %",6629,6033,"91,01 %",1332,3158,940,255,137,13,36,87,16,5,8,7,0,6,4,2,2,0,1,0,0,0,0,0,0
11331,610,Sliedrecht,13880,11,"0,08 %",17187,13891,"80,82 %",3580,4724,1445,792,337,2257,259,307,108,6,24,4,7,10,12,8,0,0,0,0,0,0,0,0,0
10747,40,Slochteren,8900,38,"0,43 %",10598,8938,"84,34 %",1837,3850,1294,543,293,26,827,97,25,15,25,9,0,11,40,5,1,0,2,0,0,0,0,0,0
10895,713,Sluis,1778,7,"0,39 %",2147,1785,"83,14 %",634,553,436,92,30,2,11,9,5,0,2,1,0,0,1,0,0,0,2,0,0,0,0,0,0
10405,90,Smallingerland,32988,92,"0,28 %",37621,33080,"87,93 %",10391,13869,2970,2191,1180,176,1237,743,46,34,64,28,0,19,26,7,4,0,3,0,0,0,0,0,0
11033,131,Smilde,5802,28,"0,48 %",6716,5830,"86,81 %",2152,2187,663,353,180,9,157,56,19,2,7,4,0,0,9,2,1,0,1,0,0,0,0,0,0
11421,91,Sneek,18435,63,"0,34 %",22362,18498,"82,72 %",6275,7318,2179,1413,633,39,186,227,35,15,26,24,0,26,23,7,5,0,4,0,0,0,0,0,0
11021,342,Soest,25352,73,"0,29 %",31020,25425,"81,96 %",9546,4923,6436,2439,784,254,335,273,181,18,74,22,24,12,14,5,2,0,3,3,1,3,0,0,0
10203,847,Someren,10362,35,"0,34 %",12867,10397,"80,80 %",6548,2051,908,495,239,9,16,7,26,18,15,9,7,1,1,9,1,0,2,0,0,0,0,0,0
10549,848,Son en Breugel,9151,23,"0,25 %",10993,9174,"83,45 %",4425,1604,1867,823,254,5,36,20,41,23,28,4,11,2,2,3,2,0,1,0,0,0,0,0,0
10735,612,Spijkenisse,35132,123,"0,35 %",47218,35255,"74,66 %",7888,13277,6254,4088,1258,324,248,228,554,653,98,92,51,36,27,27,14,0,15,0,0,0,0,0,0
11233,849,Sprang-Capelle,5672,28,"0,49 %",7040,5700,"80,97 %",2535,1190,668,255,102,665,59,105,34,11,24,9,2,3,5,1,4,0,0,0,0,0,0,0,0
10913,179,Stad Delden,5286,8,"0,15 %",5804,5294,"91,21 %",2774,1051,879,398,98,3,23,11,19,4,14,2,1,2,0,0,0,7,0,0,0,0,0,0,0
10610,37,Stadskanaal,21730,63,"0,29 %",25557,21793,"85,27 %",7177,9894,1571,809,493,48,724,810,61,17,30,22,0,25,28,14,6,0,1,0,0,0,0,0,0
11212,850,Standdaarbuiten,1741,1,"0,06 %",2087,1742,"83,47 %",854,482,225,123,24,0,1,8,19,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
11362,180,Staphorst,8226,23,"0,28 %",9070,8249,"90,95 %",2270,906,706,215,67,2692,731,602,10,1,13,3,3,2,3,1,0,0,1,0,0,0,0,0,0
11337,532,Stede Broec,10530,28,"0,27 %",12992,10558,"81,27 %",4421,2875,1724,861,400,20,31,35,52,8,38,23,9,8,5,3,6,8,3,0,0,0,0,0,0
10771,41,Stedum,1250,6,"0,48 %",1408,1256,"89,20 %",482,433,79,52,61,3,86,18,0,2,3,3,0,0,28,0,0,0,0,0,0,0,0,0,0
10731,851,Steenbergen,8265,31,"0,38 %",10839,8296,"76,54 %",3200,2970,1214,474,213,17,11,11,95,8,15,13,0,5,4,10,1,0,4,0,0,0,0,0,0
10497,280,Steenderen,3181,3,"0,09 %",3539,3184,"89,97 %",1801,750,352,132,85,10,9,13,4,0,17,2,1,1,2,1,0,0,1,0,0,0,0,0,0
10546,181,Steenwijk,13444,39,"0,29 %",15907,13483,"84,76 %",4405,5490,1705,774,409,37,235,258,38,11,32,11,6,2,8,7,5,11,0,0,0,0,0,0,0
11319,971,Stein,16395,76,"0,46 %",20513,16471,"80,30 %",7508,5718,1324,1083,490,9,22,18,62,34,56,30,13,5,6,8,7,0,2,0,0,0,0,0,0
11203,972,Stevensweert,1057,3,"0,28 %",1252,1060,"84,66 %",595,296,104,41,13,0,0,0,4,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0
11186,973,Stramproy,3020,12,"0,40 %",3651,3032,"83,05 %",1843,710,230,126,71,1,2,4,17,4,4,5,0,0,0,0,1,0,2,0,0,0,0,0,0
