Amsterdamse code,CBS code,Naam,# geldige stemmen,# ongeldige/blanco stemmen,Percentage ongeldige/blanco stemmen,# kiesgerechtigden,Opkomst,Opkomstpercentage,CDA,PvdA,VVD,D66,GL,SGP,GPV,RPF,CD,SP,De Groenen,Vrouwenpartij,Bejaarden Centraal,VCN: partij van communisten in Nederland,Realisten Nederland,Socialistische Arbeiderspartij,Anti Werkloosheid Partij,Politieke Partij voor Ouderen,Vooruitstrevende Minderheden Partij,Partij Democratisch Socialisten,Socialistische Minderheden Partij,Humanistische Partij,Milieu Defensie Partij 2000+,Grote Alliance Partij,Staatkundige Federatie
10558,617,Strijen,5438,17,"0,31 %",6447,5455,"84,61 %",1632,1820,1003,335,175,249,68,85,35,4,18,2,5,4,0,3,0,0,0,0,0,0,0,0,0
10457,974,Susteren,8031,43,"0,54 %",9996,8074,"80,77 %",4119,2536,707,351,187,17,17,6,27,11,18,6,10,5,4,3,6,0,1,0,0,0,0,0,0
10474,975,Swalmen,4841,18,"0,37 %",6472,4859,"75,08 %",2306,1740,392,214,136,0,7,0,16,4,6,5,9,2,1,1,1,0,1,0,0,0,0,0,0
10956,54,'t Zandt,1593,4,"0,25 %",1812,1597,"88,13 %",391,752,198,83,67,3,43,15,3,2,7,3,0,2,22,2,0,0,0,0,0,0,0,0,0
11333,976,Tegelen,9991,32,"0,32 %",13481,10023,"74,35 %",4914,3331,808,551,209,4,28,10,67,17,18,12,7,5,5,4,1,0,0,0,0,0,0,0,0
10891,9,Ten Boer,4246,11,"0,26 %",4742,4257,"89,77 %",1376,1402,422,268,161,11,477,88,6,2,7,5,0,2,15,1,1,0,2,0,0,0,0,0,0
11104,480,Ter Aar,5492,7,"0,13 %",6391,5499,"86,04 %",3213,665,945,334,114,109,32,31,23,8,9,2,1,0,3,3,0,0,0,0,0,0,0,0,0
10905,853,Terheijden,5099,9,"0,18 %",6280,5108,"81,34 %",2186,1562,627,461,161,4,15,8,39,8,10,6,0,1,5,4,1,0,1,0,0,0,0,0,0
11023,42,Termunten,2827,13,"0,46 %",3400,2840,"83,53 %",681,1493,280,120,125,7,24,34,7,3,10,1,0,29,10,2,1,0,0,0,0,0,0,0,0
10704,715,Terneuzen,19594,63,"0,32 %",25889,19657,"75,93 %",6426,6048,2669,1403,556,1091,746,309,196,44,54,20,0,1,21,3,7,0,0,0,0,0,0,0,0
11210,93,Terschelling,4175,6,"0,14 %",3634,4181,"115,05 %",1060,1410,957,405,202,3,32,34,29,7,20,6,0,1,6,1,1,0,1,0,0,0,0,0,0
10677,854,Teteringen,3710,4,"0,11 %",4246,3714,"87,47 %",1821,772,644,320,83,1,11,9,22,3,12,4,0,0,3,2,1,0,2,0,0,0,0,0,0
10237,448,Texel,9229,26,"0,28 %",9637,9255,"96,04 %",3395,2453,1819,715,546,40,48,92,41,10,34,8,9,8,4,1,0,3,3,0,0,0,0,0,0
10376,716,Tholen,11436,51,"0,45 %",13943,11487,"82,39 %",3036,3128,1274,429,142,2793,143,341,66,21,14,36,0,4,4,3,1,0,1,0,0,0,0,0,0
11195,977,Thorn,1785,8,"0,45 %",2103,1793,"85,26 %",935,566,153,79,35,1,1,0,6,1,2,1,2,0,2,1,0,0,0,0,0,0,0,0,0
10027,281,Tiel,17432,17,"0,10 %",22638,17449,"77,08 %",4917,7409,2740,1236,590,139,134,58,97,21,44,13,0,2,4,4,3,18,3,0,0,0,0,0,0
10792,855,Tilburg,85284,226,"0,26 %",118627,85510,"72,08 %",30658,30645,8883,6915,5174,157,242,115,754,1012,337,143,0,50,64,58,41,0,36,0,0,0,0,0,0
10694,183,Tubbergen,12792,20,"0,16 %",13793,12812,"92,89 %",10193,1511,606,281,93,12,20,19,14,0,18,4,9,5,0,4,0,1,2,0,0,0,0,0,0
11241,737,Tytsjerksteradiel,19434,41,"0,21 %",22202,19475,"87,72 %",8128,6239,2077,1396,504,131,425,365,30,23,62,16,0,6,15,8,7,0,2,0,0,0,0,0,0
10408,282,Ubbergen,6337,20,"0,32 %",7528,6357,"84,44 %",2883,1880,755,425,301,3,14,4,17,6,30,10,0,1,2,5,0,1,0,0,0,0,0,0,0
11141,856,Uden,20731,42,"0,20 %",25942,20773,"80,07 %",9876,4771,3110,1366,482,12,47,28,73,849,45,19,14,3,10,13,5,0,8,0,0,0,0,0,0
11268,857,Udenhout,5152,3,"0,06 %",6575,5155,"78,40 %",2976,1093,559,337,129,2,2,1,18,6,8,6,0,1,5,6,0,0,3,0,0,0,0,0,0
11238,450,Uitgeest,6060,17,"0,28 %",7285,6077,"83,42 %",2167,1599,1121,687,348,6,14,7,23,15,27,10,6,20,2,2,2,3,1,0,0,0,0,0,0
11206,451,Uithoorn,14265,27,"0,19 %",17265,14292,"82,78 %",5341,3016,3670,1376,477,26,62,63,92,21,38,19,23,3,6,9,3,6,6,0,8,0,0,0,0
10180,45,Ulrum,2419,4,"0,17 %",2779,2423,"87,19 %",928,749,258,98,54,20,228,69,1,2,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0
10783,184,Urk,6586,25,"0,38 %",7493,6611,"88,23 %",2694,80,84,32,15,2168,482,1000,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11035,46,Usquert,1090,5,"0,46 %",1233,1095,"88,81 %",110,701,135,37,52,2,25,6,1,3,12,0,0,1,5,0,0,0,0,0,0,0,0,0,0
10722,344,Utrecht,133280,446,"0,33 %",174831,133726,"76,49 %",30887,49973,15662,14277,14072,757,1037,551,3417,1341,606,211,93,85,56,81,32,0,26,40,34,42,0,0,0
10007,981,Vaals,5308,45,"0,85 %",6600,5353,"81,11 %",2160,2124,531,222,138,15,40,3,17,3,21,8,14,2,4,0,3,0,3,0,0,0,0,0,0
11071,283,Valburg,7821,18,"0,23 %",9246,7839,"84,78 %",3711,1858,941,494,218,403,61,68,14,1,17,9,0,0,14,7,0,4,1,0,0,0,0,0,0
10028,619,Valkenburg,1928,9,"0,47 %",2321,1937,"83,46 %",1046,266,247,101,34,48,108,48,14,4,7,0,3,0,1,1,0,0,0,0,0,0,0,0,0
11077,994,Valkenburg a/d Geul,11819,38,"0,32 %",14027,11857,"84,53 %",6078,3349,1336,580,261,11,21,22,58,20,28,23,18,4,4,1,0,0,5,0,0,0,0,0,0
10779,720,Valkenisse,4288,9,"0,21 %",4616,4297,"93,09 %",1868,774,834,335,124,216,66,44,12,3,4,4,0,2,2,0,0,0,0,0,0,0,0,0,0
11031,858,Valkenswaard,17971,34,"0,19 %",22604,18005,"79,65 %",8421,5065,2428,1201,507,31,29,29,86,65,34,12,31,4,7,10,6,0,5,0,0,0,0,0,0
11292,47,Veendam,17898,54,"0,30 %",21187,17952,"84,73 %",3178,10180,2307,1086,495,12,187,188,78,55,27,20,0,16,52,9,3,0,5,0,0,0,0,0,0
11052,345,Veenendaal,26951,13,"0,05 %",32816,26964,"82,17 %",11007,5302,3568,1407,591,2595,694,1487,181,28,22,10,22,8,10,3,4,0,4,1,3,4,0,0,0
10369,717,Veere,3417,6,"0,18 %",3654,3423,"93,68 %",1642,453,509,232,102,224,162,59,5,6,9,2,0,5,6,0,1,0,0,0,0,0,0,0,0
10985,860,Veghel,14847,46,"0,31 %",18343,14893,"81,19 %",7831,3434,1813,999,362,10,27,23,62,193,34,9,18,5,6,13,3,0,5,0,0,0,0,0,0
10071,861,Veldhoven,22797,35,"0,15 %",29019,22832,"78,68 %",10887,5661,3064,1935,782,30,48,56,109,84,45,30,20,10,5,12,11,0,8,0,0,0,0,0,0
10620,453,Velsen,35613,121,"0,34 %",45646,35734,"78,29 %",11308,12052,6279,3094,1430,103,316,261,298,51,163,42,59,65,22,24,10,32,3,0,1,0,0,0,0
10433,454,Venhuizen,4617,8,"0,17 %",5304,4625,"87,20 %",1944,1013,1009,358,164,9,9,12,32,1,40,11,4,5,2,0,1,3,0,0,0,0,0,0,0
10477,983,Venlo,33235,69,"0,21 %",47323,33304,"70,38 %",16887,8987,3638,2009,978,32,100,62,169,150,99,46,29,14,3,19,5,0,8,0,0,0,0,0,0
11222,984,Venray,18566,56,"0,30 %",25186,18622,"73,94 %",10619,4338,1572,1109,592,17,33,7,62,92,41,41,19,5,8,7,1,0,3,0,0,0,0,0,0
11414,862,Vessem c.a.,3219,5,"0,16 %",3693,3224,"87,30 %",2234,414,301,159,82,1,3,5,9,1,5,3,0,0,1,0,1,0,0,0,0,0,0,0,0
10887,620,Vianen,10969,34,"0,31 %",13324,11003,"82,58 %",4013,3099,1789,983,289,491,59,70,90,17,24,16,7,11,3,5,2,0,1,0,0,0,0,0,0
10066,863,Vierlingsbeek,5057,6,"0,12 %",5850,5063,"86,55 %",3165,1058,393,238,144,4,11,1,10,9,13,5,2,0,1,1,0,0,2,0,0,0,0,0,0
10811,622,Vlaardingen,44560,118,"0,26 %",57196,44678,"78,11 %",12322,16128,5738,4126,1830,1119,457,506,545,1478,98,59,64,19,27,25,9,0,10,0,0,0,0,0,0
11249,48,Vlagtwedde,10664,43,"0,40 %",12744,10707,"84,02 %",3393,5186,1110,365,194,14,84,186,26,12,46,9,0,11,15,6,5,0,2,0,0,0,0,0,0
11120,132,Vledder,2491,2,"0,08 %",2839,2493,"87,81 %",556,1132,490,168,78,0,20,15,13,3,10,1,0,1,3,0,0,0,1,0,0,0,0,0,0
10658,347,Vleuten-De Meern,10566,31,"0,29 %",12158,10597,"87,16 %",5203,1583,2289,812,256,103,145,45,73,5,22,7,6,2,4,7,2,0,1,0,0,1,0,0,0
10211,96,Vlieland,1111,6,"0,54 %",848,1117,"131,72 %",251,361,285,111,70,0,13,2,4,3,5,2,0,0,0,2,1,0,1,0,0,0,0,0,0
11293,864,Vlijmen,9585,35,"0,37 %",11665,9620,"82,47 %",4694,2616,1132,725,220,7,12,6,59,47,23,12,11,6,11,2,1,0,1,0,0,0,0,0,0
10270,718,Vlissingen,25016,96,"0,38 %",33023,25112,"76,04 %",7230,9232,3681,2326,839,651,223,216,328,127,57,48,0,13,13,18,6,0,8,0,0,0,0,0,0
11174,623,Vlist,6195,21,"0,34 %",7046,6216,"88,22 %",2434,1344,1055,459,127,577,47,78,39,7,12,9,4,1,1,0,1,0,0,0,0,0,0,0,0
10644,985,Vlodrop,1414,7,"0,50 %",1745,1421,"81,43 %",747,403,153,58,26,0,3,2,7,3,5,1,4,0,0,1,0,0,1,0,0,0,0,0,0
11341,986,Voerendaal,8649,1,"0,01 %",10310,8650,"83,90 %",4567,2383,895,443,196,5,18,11,27,19,26,25,13,5,7,7,0,0,2,0,0,0,0,0,0
11103,624,Voorburg,26499,66,"0,25 %",32358,26565,"82,10 %",8463,6047,6666,3063,883,144,316,136,460,60,102,54,65,7,15,10,5,0,3,0,0,0,0,0,0
10017,625,Voorhout,6178,14,"0,23 %",7015,6192,"88,27 %",3005,878,1430,526,195,19,33,12,22,8,21,9,10,4,1,1,2,0,0,0,2,0,0,0,0
10537,626,Voorschoten,13925,13,"0,09 %",16350,13938,"85,25 %",5164,2659,3699,1539,389,106,108,81,35,23,52,22,26,5,11,3,2,0,0,0,1,0,0,0,0
10912,285,Voorst,14972,41,"0,27 %",17621,15013,"85,20 %",6744,4128,2326,903,360,233,71,79,33,14,32,11,12,3,13,5,5,0,0,0,0,0,0,0,0
10957,286,Vorden,5846,20,"0,34 %",6554,5866,"89,50 %",2765,1498,997,303,121,23,41,36,15,5,23,6,5,0,2,4,2,0,0,0,0,0,0,0,0
10630,133,Vries,6344,49,"0,77 %",7326,6393,"87,26 %",1133,2407,1813,556,223,8,97,30,35,5,10,9,0,1,14,2,1,0,0,0,0,0,0,0,0
10643,186,Vriezenveen,11678,27,"0,23 %",13350,11705,"87,68 %",5640,3439,700,368,112,490,142,730,24,3,12,6,2,2,3,1,0,4,0,0,0,0,0,0,0
11224,865,Vught,14474,28,"0,19 %",18364,14502,"78,97 %",6435,3885,2180,1165,504,28,62,7,71,38,46,12,11,3,10,6,7,0,4,0,0,0,0,0,0
10959,866,Waalre,9855,22,"0,22 %",11621,9877,"84,99 %",4509,1983,2018,954,262,7,25,10,33,12,19,9,10,1,1,1,0,0,1,0,0,0,0,0,0
11359,867,Waalwijk,16484,38,"0,23 %",21011,16522,"78,64 %",7172,4798,2174,1156,596,68,65,102,157,74,39,20,30,3,14,10,4,0,2,0,0,0,0,0,0
10081,627,Waddinxveen,15050,29,"0,19 %",17639,15079,"85,49 %",5225,3351,2779,1288,319,1150,348,382,117,23,28,11,8,3,11,2,3,0,0,0,2,0,0,0,0
11010,289,Wageningen,21499,34,"0,16 %",26423,21533,"81,49 %",5226,7059,2571,2784,2777,392,245,164,34,80,107,24,4,2,12,12,3,0,3,0,0,0,0,0,0
10265,868,Wanroij,3244,9,"0,28 %",3667,3253,"88,71 %",2310,534,202,111,66,0,2,1,3,6,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0
10498,49,Warffum,1577,7,"0,44 %",1790,1584,"88,49 %",414,723,214,92,55,3,38,15,2,3,8,1,0,0,9,0,0,0,0,0,0,0,0,0,0
10221,456,Warmenhuizen,2854,7,"0,25 %",3361,2861,"85,12 %",1373,566,484,228,138,2,12,5,6,6,18,7,1,1,2,3,0,1,1,0,0,0,0,0,0
10204,628,Warmond,3276,8,"0,24 %",3948,3284,"83,18 %",1603,554,621,283,105,28,19,5,25,6,13,3,3,2,1,5,0,0,0,0,0,0,0,0,0
10838,291,Warnsveld,5529,14,"0,25 %",6440,5543,"86,07 %",1703,1868,1073,548,181,10,49,43,5,4,29,3,6,2,2,2,1,0,0,0,0,0,0,0,0
10402,869,Waspik,3081,11,"0,36 %",3613,3092,"85,58 %",1538,937,293,157,65,21,8,12,17,17,2,3,3,0,0,5,2,0,1,0,0,0,0,0,0
10164,629,Wassenaar,16496,13,"0,08 %",19199,16509,"85,99 %",6397,2028,6257,1165,256,79,82,40,71,7,53,19,15,6,10,8,1,0,0,0,2,0,0,0,0
11329,630,Wateringen,9503,0,"0,00 %",11507,9503,"82,58 %",5382,1320,1550,714,225,16,50,37,114,7,40,12,15,6,9,2,4,0,0,0,0,0,0,0,0
10893,188,Weerselo,6069,14,"0,23 %",6471,6083,"94,00 %",4830,618,288,197,87,2,8,6,17,2,2,4,0,0,1,1,2,1,3,0,0,0,0,0,0
11081,988,Weert,23268,87,"0,37 %",30270,23355,"77,16 %",10912,7718,2471,1165,496,14,22,42,154,128,50,36,23,7,8,7,7,0,8,0,0,0,0,0,0
10773,457,Weesp,10835,30,"0,28 %",13717,10865,"79,21 %",3134,3282,2093,1254,558,56,92,64,147,11,60,15,23,11,11,8,4,11,0,0,1,0,0,0,0
11116,292,Wehl,3951,17,"0,43 %",4977,3968,"79,73 %",2371,1042,257,175,79,0,3,0,12,0,5,3,0,0,2,2,0,0,0,0,0,0,0,0,0
10078,870,Werkendam,11267,32,"0,28 %",13252,11299,"85,26 %",5004,2490,1143,476,206,1367,183,292,49,19,17,2,7,1,3,4,0,0,4,0,0,0,0,0,0
11270,459,Wervershoof,4498,11,"0,24 %",5286,4509,"85,30 %",2775,774,527,227,136,1,4,9,15,1,16,2,3,1,1,2,2,1,1,0,0,0,0,0,0
10127,989,Wessem,1261,12,"0,95 %",1696,1273,"75,06 %",707,343,113,50,25,3,4,0,2,2,3,2,5,0,1,0,0,0,1,0,0,0,0,0,0
10042,668,West Maas en Waal,10890,36,"0,33 %",12925,10926,"84,53 %",5940,3013,1116,465,196,18,18,12,28,29,25,4,0,3,2,7,3,9,2,0,0,0,0,0,0
11095,134,Westerbork,5245,14,"0,27 %",5715,5259,"92,02 %",1306,2197,1096,301,145,57,48,47,18,5,6,5,0,4,9,0,0,0,1,0,0,0,0,0,0
11041,871,Westerhoven,1205,0,"0,00 %",1314,1205,"91,70 %",707,293,106,57,34,0,1,1,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10354,558,Wester-Koggenland,8031,23,"0,29 %",9273,8054,"86,85 %",4065,1536,1519,511,241,3,11,17,32,13,40,15,4,3,10,5,2,4,0,0,0,0,0,0,0
10701,725,Westerschouwen,4641,13,"0,28 %",4402,4654,"105,72 %",1460,1262,1200,298,83,142,40,77,37,6,12,13,0,1,7,1,2,0,0,0,0,0,0,0,0
11085,293,Westervoort,8638,21,"0,24 %",10814,8659,"80,07 %",3075,3007,1183,790,348,6,72,32,56,13,23,11,0,2,6,3,3,3,5,0,0,0,0,0,0
10931,726,Westkapelle,1832,3,"0,16 %",2022,1835,"90,75 %",580,585,268,78,32,224,22,29,10,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
11322,98,Weststellingwerf,15833,63,"0,40 %",18766,15896,"84,71 %",4515,7406,2227,805,458,32,93,124,64,7,45,15,0,8,29,3,2,0,0,0,0,0,0,0,0
10009,614,Westvoorne,8882,32,"0,36 %",10541,8914,"84,57 %",2364,2383,2852,765,257,55,38,39,70,5,26,4,7,9,1,3,4,0,0,0,0,0,0,0,0
10676,189,Wierden,14836,15,"0,10 %",16177,14851,"91,80 %",9078,2347,1324,586,185,539,116,584,30,5,9,11,3,1,5,3,2,7,1,0,0,0,0,0,0
11277,462,Wieringen,5010,11,"0,22 %",6188,5021,"81,14 %",1107,2032,1254,362,141,2,12,20,32,1,15,13,1,7,4,4,1,2,0,0,0,0,0,0,0
10239,463,Wieringermeer,7121,15,"0,21 %",8560,7136,"83,36 %",2748,1900,1424,519,253,43,78,90,14,1,16,12,1,6,7,2,3,3,1,0,0,0,0,0,0
10723,296,Wijchen,20208,27,"0,13 %",24909,20235,"81,24 %",9310,6334,2210,1432,584,14,43,24,50,65,49,22,0,5,15,9,3,17,22,0,0,0,0,0,0
10434,470,Wijdewormer,888,5,"0,56 %",1010,893,"88,42 %",345,213,203,70,33,1,4,3,4,6,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0
10888,190,Wijhe,4806,10,"0,21 %",5318,4816,"90,56 %",2279,1575,490,231,101,17,41,51,7,2,5,4,0,1,1,0,1,0,0,0,0,0,0,0,0
10760,352,Wijk bij Duurstede,9001,20,"0,22 %",10938,9021,"82,47 %",2994,2440,1853,972,442,64,44,69,48,18,15,19,8,0,6,2,5,0,0,0,0,2,0,0,0
10827,872,Willemstad,2155,7,"0,32 %",2522,2162,"85,73 %",818,622,424,152,51,29,11,27,10,2,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0
10453,52,Winschoten,13070,28,"0,21 %",15680,13098,"83,53 %",2348,7509,1432,707,559,16,152,137,35,18,53,12,0,62,22,2,4,0,2,0,0,0,0,0,0
11135,53,Winsum,4163,8,"0,19 %",4627,4171,"90,14 %",1399,1504,438,275,259,7,228,27,5,2,11,1,0,1,1,0,4,0,1,0,0,0,0,0,0
11119,294,Winterswijk,17982,52,"0,29 %",21368,18034,"84,40 %",5627,7126,3231,1123,488,22,95,104,39,22,52,15,0,9,7,3,5,12,2,0,0,0,0,0,0
10318,295,Wisch,12167,49,"0,40 %",15043,12216,"81,21 %",5658,3668,1606,673,298,17,56,61,36,9,28,12,0,1,5,11,6,18,4,0,0,0,0,0,0
10243,727,Wissenkerke,2205,3,"0,14 %",2428,2208,"90,94 %",961,566,316,93,61,115,43,25,15,0,6,1,0,2,1,0,0,0,0,0,0,0,0,0,0
11371,990,Wittem,5599,21,"0,38 %",5934,5620,"94,71 %",2887,1744,440,284,144,8,11,6,20,12,21,7,5,3,5,2,0,0,0,0,0,0,0,0,0
10602,873,Woensdrecht,5897,16,"0,27 %",7716,5913,"76,63 %",2327,1880,935,433,127,6,15,17,83,11,22,24,0,1,5,8,3,0,0,0,0,0,0,0,0
10974,632,Woerden,20910,61,"0,29 %",24786,20971,"84,61 %",9229,3856,3372,1804,627,917,206,432,169,197,35,32,3,3,10,8,1,0,3,0,5,1,0,0,0
10818,466,Wognum,4400,10,"0,23 %",5254,4410,"83,94 %",2550,635,712,304,123,0,10,5,15,5,28,6,3,0,1,0,2,1,0,0,0,0,0,0,0
10648,467,Wormer,7280,17,"0,23 %",8628,7297,"84,57 %",2105,2505,1034,762,643,16,26,71,36,3,44,6,3,15,1,3,2,2,3,0,0,0,0,0,0
10461,633,Woubrugge,3195,5,"0,16 %",3702,3200,"86,44 %",1625,525,530,300,89,48,12,20,12,8,15,2,4,1,1,1,1,0,1,0,0,0,0,0,0
11398,351,Woudenberg,6328,21,"0,33 %",7167,6349,"88,59 %",2476,1031,1120,392,170,686,118,272,26,11,14,6,1,2,0,1,0,0,0,0,0,2,0,0,0
10282,874,Woudrichem,8600,18,"0,21 %",9858,8618,"87,42 %",3925,2101,923,344,182,452,299,285,30,20,20,6,1,3,6,3,0,0,0,0,0,0,0,0,0
10808,875,Wouw,5006,28,"0,56 %",6501,5034,"77,43 %",2498,1341,703,293,91,3,6,5,37,1,10,11,0,0,1,2,3,0,1,0,0,0,0,0,0
0,710,Wnseradiel,7301,25,"0,34 %",8266,7326,"88,63 %",3402,2272,727,387,255,20,90,72,16,2,17,20,0,3,11,3,4,0,0,0,0,0,0,0,0
11427,683,Wymbritseradiel,9323,22,"0,24 %",10444,9345,"89,48 %",5261,1953,888,577,306,37,96,130,11,7,33,9,0,1,9,2,1,0,2,0,0,0,0,0,0
11044,479,Zaanstad,75716,234,"0,31 %",95974,75950,"79,14 %",17384,30379,11716,7175,5522,299,511,549,934,167,342,127,119,309,39,48,26,53,17,0,0,0,0,0,0
10557,297,Zaltbommel,5706,16,"0,28 %",6867,5722,"83,33 %",1633,2093,888,535,262,117,61,38,30,16,12,9,0,2,1,3,0,6,0,0,0,0,0,0,0
10910,473,Zandvoort,9922,33,"0,33 %",12728,9955,"78,21 %",2327,2678,3427,951,258,10,35,31,84,2,47,16,15,6,8,2,4,18,1,0,2,0,0,0,0
10618,707,Zederik,8433,25,"0,30 %",9440,8458,"89,60 %",3569,1723,1019,374,107,1108,105,367,20,2,18,6,4,2,5,2,1,0,1,0,0,0,0,0,0
10759,877,Zeeland,3603,9,"0,25 %",4228,3612,"85,43 %",2397,666,237,137,80,8,3,4,5,47,7,6,0,1,1,2,0,0,2,0,0,0,0,0,0
11121,478,Zeevang,3712,15,"0,40 %",4343,3727,"85,82 %",814,1081,1217,387,150,3,8,4,19,4,8,2,6,4,1,3,0,1,0,0,0,0,0,0,0
10012,50,Zeewolde,3789,3,"0,08 %",4259,3792,"89,03 %",1284,682,1080,355,78,46,100,126,15,2,4,5,0,4,7,0,0,0,1,0,0,0,0,0,0
10324,355,Zeist,36268,115,"0,32 %",45247,36383,"80,41 %",11096,8973,8082,3430,1554,1100,728,449,303,81,330,45,31,10,21,12,5,0,3,6,4,5,0,0,0
11159,298,Zelhem,7166,25,"0,35 %",8774,7191,"81,96 %",3175,2281,917,378,109,133,24,80,24,7,9,7,0,1,3,7,8,3,0,0,0,0,0,0,0
10938,299,Zevenaar,16194,38,"0,23 %",20166,16232,"80,49 %",7196,4791,2087,1323,455,19,75,68,70,20,39,15,0,4,15,5,4,6,2,0,0,0,0,0,0
10046,878,Zevenbergen,8997,52,"0,58 %",15616,9049,"57,95 %",3708,2799,1409,619,200,10,111,30,56,6,18,15,0,3,2,4,2,0,5,0,0,0,0,0,0
11317,635,Zevenhoven,1758,4,"0,23 %",2021,1762,"87,18 %",1004,226,306,106,25,34,7,29,6,4,3,4,0,1,0,0,1,0,1,0,1,0,0,0,0
11377,636,Zevenhuizen,4075,8,"0,20 %",4686,4083,"87,13 %",1340,1093,867,344,67,233,37,51,16,2,13,2,3,0,1,1,1,0,4,0,0,0,0,0,0
10843,732,Zierikzee,6290,15,"0,24 %",7544,6305,"83,58 %",1898,2224,1054,441,199,175,49,200,14,3,10,10,0,2,10,1,0,0,0,0,0,0,0,0,0
10004,476,Zijpe,5227,9,"0,17 %",6321,5236,"82,83 %",2037,1473,1062,358,194,4,14,19,17,4,24,9,4,3,0,1,0,3,1,0,0,0,0,0,0
10766,637,Zoetermeer,53779,130,"0,24 %",67204,53909,"80,22 %",14632,15338,10870,7099,1751,838,534,528,672,970,229,80,96,20,40,32,8,0,39,0,3,0,0,0,0
11074,638,Zoeterwoude,5075,15,"0,30 %",6137,5090,"82,94 %",2618,829,837,471,178,31,23,11,21,3,27,5,14,1,3,2,1,0,0,0,0,0,0,0,0
10021,56,Zuidhorn,4806,4,"0,08 %",5332,4810,"90,21 %",1355,1224,625,407,146,18,958,44,3,7,8,3,0,4,4,0,0,0,0,0,0,0,0,0,0
10002,136,Zuidlaren,7055,32,"0,45 %",8263,7087,"85,77 %",1721,2379,1574,621,202,9,397,70,19,13,10,7,0,5,28,0,0,0,0,0,0,0,0,0,0
10262,137,Zuidwolde,6166,23,"0,37 %",7132,6189,"86,78 %",2539,1643,1173,390,137,36,156,58,16,1,6,3,0,0,6,0,2,0,0,0,0,0,0,0,0
11192,879,Zundert,7442,38,"0,51 %",10306,7480,"72,58 %",4151,1743,926,352,187,4,4,6,30,7,18,8,0,0,1,4,0,0,1,0,0,0,0,0,0
10254,301,Zutphen,18789,40,"0,21 %",23283,18829,"80,87 %",4511,8483,2472,1573,1085,34,183,97,74,50,142,23,26,18,6,8,2,0,2,0,0,0,0,0,0
10303,192,Zwartsluis,2812,6,"0,21 %",3216,2818,"87,62 %",1291,756,268,118,53,68,135,106,4,2,5,2,0,4,0,0,0,0,0,0,0,0,0,0,0
10872,138,Zweeloo,2040,5,"0,25 %",2155,2045,"94,90 %",509,776,512,112,63,2,15,31,6,4,4,0,0,3,1,0,0,0,2,0,0,0,0,0,0
10468,642,Zwijndrecht,25544,67,"0,26 %",31418,25611,"81,52 %",8341,7740,3948,2189,742,985,674,425,282,49,56,28,29,7,22,10,8,0,9,0,0,0,0,0,0
10093,193,Zwolle,56830,65,"0,11 %",71356,56895,"79,73 %",18109,19410,7474,4877,2622,428,2111,1079,198,171,140,75,22,28,31,26,7,14,8,0,0,0,0,0,0